,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
392,Hyundai,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0
394,Toyota,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0
395,Maruti,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
397,Nissan,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0
399,Maruti,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
400,Volkswagen,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0
401,Mahindra,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0
403,Maruti,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
404,Hyundai,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0
406,Maruti,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
407,Ford,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0
409,Ford,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
410,Maruti,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
412,Maruti,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
414,Ford,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
415,Hyundai,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0
416,Hyundai,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
418,Nissan,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0
419,Maruti,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0
420,Datsun,2020,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0
422,Hyundai,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
424,Maruti,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0
425,Renault,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5.0
427,Maruti,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0
429,Maruti,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0
432,Tata,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0
433,Nissan,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0
434,Hyundai,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0
437,Ford,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5.0
438,Tata,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5.0
439,Hyundai,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
440,Maruti,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
441,Maruti,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
444,Maruti,2017,585000,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
446,Maruti,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
448,Kia,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,5.0
449,Hyundai,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
450,Honda,2016,425000,22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0
451,Maruti,2014,250000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
452,Maruti,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0
453,Maruti,2008,160000,123000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0
454,Volkswagen,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
455,Chevrolet,2013,170000,70000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0
456,Toyota,2013,409999,45000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0
457,Hyundai,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,5.0
458,Maruti,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
461,Maruti,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
462,Maruti,2016,270000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
463,Chevrolet,2013,300000,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0
464,Tata,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
465,Chevrolet,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
467,Ford,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0
469,Maruti,2016,561000,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
470,Maruti,2018,755000,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
471,Datsun,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
472,Maruti,2011,165000,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
473,Maruti,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
474,Tata,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5.0
476,Hyundai,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
477,Hyundai,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
478,Maruti,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,5.0
479,Maruti,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
480,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0
481,Tata,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
482,Chevrolet,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
483,Maruti,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
485,Honda,2015,900000,22000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0
486,Volkswagen,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
487,Maruti,2011,210000,46000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
488,Hyundai,2018,801000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
491,Hyundai,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0
492,Hyundai,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
493,Hyundai,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0
494,Maruti,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
495,Chevrolet,2015,220000,80000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
496,Tata,2015,340000,110000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
497,Ford,2013,200000,70000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5.0
498,Maruti,2002,140000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
501,Maruti,2015,236000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
502,Maruti,2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
503,Maruti,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
504,Maruti,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0
507,Maruti,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
508,Hyundai,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
509,Hyundai,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
510,Honda,2016,484999,30000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0
512,Hyundai,2012,415000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5.0
513,Nissan,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0
514,Ford,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
515,Hyundai,2017,300000,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
516,Datsun,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
517,Ford,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
518,Hyundai,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5.0
519,Ford,2014,484999,54000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0
520,Nissan,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5.0
521,Hyundai,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0
522,Maruti,2016,675000,52000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0
523,Hyundai,2011,220000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
526,Tata,2010,250000,90000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
527,Maruti,2004,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0
528,Skoda,2015,300000,101500,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0
531,Renault,2012,480000,55735,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0
533,Maruti,2016,250000,50000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5.0
534,Ford,2013,245000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0
535,Hyundai,2012,210000,76000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0
536,Maruti,2020,730000,1500,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
538,Maruti,2015,400000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
539,Hyundai,2015,280000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
542,Chevrolet,2016,375000,53319,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5.0
543,Volkswagen,2017,700000,40906,Diesel,Dealer,Manual,First Owner,21.66,1498.0,108.62,5.0
544,Toyota,2012,375000,31711,Petrol,Dealer,Manual,Second Owner,17.6,1496.0,88.7,5.0
545,Hyundai,2012,270000,43755,Petrol,Dealer,Manual,Second Owner,21.1,814.0,55.2,5.0
546,Renault,2016,300000,66693,Petrol,Dealer,Manual,First Owner,25.17,799.0,53.3,5.0
547,Maruti,2010,225000,59549,Petrol,Dealer,Manual,First Owner,19.0,998.0,67.1,5.0
549,Maruti,2010,200000,73730,Petrol,Dealer,Manual,First Owner,18.2,998.0,67.1,5.0
551,Honda,2013,500000,116104,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,5.0
552,Maruti,2015,500000,150546,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0
554,Ford,2015,555000,20000,Petrol,Individual,Manual,Second Owner,15.8,1499.0,110.0,5.0
555,Hyundai,2018,580000,30000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0
558,Tata,2009,180000,120000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
559,Hyundai,2011,200000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
560,Tata,2016,260000,60000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
561,Renault,2016,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
564,Maruti,2015,370000,170000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
565,Maruti,2013,200000,24000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
567,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0
568,Ford,2012,300000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
570,Maruti,2011,196000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
571,Hyundai,2008,135000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
572,Tata,2015,299000,16500,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
573,Maruti,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
576,Maruti,2016,300000,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
577,Hyundai,2019,750000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0
578,Renault,2016,260000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
579,Maruti,2011,300000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
582,Maruti,2015,250000,52000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
583,Maruti,2014,420000,80000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
584,Hyundai,2015,235000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
586,Maruti,2019,360000,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
587,Hyundai,2014,380000,50000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
588,Ford,2016,650000,125000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
589,Maruti,2016,350000,80000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
591,Hyundai,2010,270000,90000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0
592,Tata,2017,450000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
595,Maruti,2011,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
597,Maruti,2012,275000,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
599,Maruti,2012,235000,98500,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
600,Hyundai,2008,275000,98000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0
602,Fiat,2013,400000,90000,Diesel,Individual,Manual,First Owner,20.3,1248.0,92.0,5.0
603,Maruti,2012,215000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
604,Hyundai,2009,150000,110000,Diesel,Individual,Manual,Second Owner,17.1,1493.0,110.0,5.0
605,Maruti,2018,950000,77800,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0
607,Tata,2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5.0
608,Hyundai,2016,350000,80000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0
610,Maruti,2018,455000,100000,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.8,5.0
611,Maruti,2019,655000,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
612,Ford,2019,800000,30000,Diesel,Individual,Manual,Third Owner,23.0,1498.0,98.96,5.0
613,Toyota,2018,1100000,25000,Petrol,Individual,Automatic,First Owner,17.8,1496.0,105.5,5.0
617,Volkswagen,2011,300000,72000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
618,Ford,2016,370000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
620,Hyundai,2014,238000,60000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0
621,Hyundai,2013,200000,90000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0
622,Nissan,2014,320000,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71,1461.0,84.8,5.0
623,Hyundai,2009,114999,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0
624,Maruti,2015,320000,50000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
625,Hyundai,2010,210000,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
627,Maruti,2009,135000,150000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
628,Tata,2015,350000,52000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
630,Maruti,2017,680000,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
631,Maruti,2010,200000,190000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0
632,Renault,2016,300000,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
634,Maruti,2012,225000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
637,Hyundai,2015,290000,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
638,Maruti,2010,100000,180000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0
639,Maruti,2016,395000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
640,Hyundai,2014,195000,65000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
644,Hyundai,2015,715000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
645,Hyundai,2019,600000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
649,Datsun,2017,385000,30000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,5.0
651,Hyundai,2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0
652,Maruti,2014,300000,35000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
653,Hyundai,2004,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0
655,Tata,2012,168000,190000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0
659,Nissan,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0
660,Tata,2013,280000,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0
661,Hyundai,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0
662,Hyundai,2018,500000,10000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
663,Ford,2019,700000,6000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
664,Skoda,2013,380000,90000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0
668,Hyundai,2018,531000,20000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0
669,Renault,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
670,Volkswagen,2014,350000,60000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0
671,Chevrolet,2010,150000,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1199.0,79.4,5.0
672,Maruti,2015,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
674,Tata,2006,85000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0
675,Hyundai,2018,450000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
676,Tata,2017,360000,50000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0
677,Maruti,2020,390000,6000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
681,Tata,2013,300000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0
682,Ford,2017,565000,80000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
684,Hyundai,2011,180000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
685,Hyundai,2013,200000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
686,Maruti,2005,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
687,Tata,2006,67500,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396.0,52.8,5.0
688,Maruti,2016,700000,110000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0
689,Volkswagen,2010,275000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0
690,Hyundai,2019,600000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
693,Fiat,2010,200000,80000,Diesel,Individual,Manual,Second Owner,20.4,1248.0,91.2,5.0
694,Hyundai,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
695,Maruti,2012,420000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
696,Hyundai,2012,321000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
698,Honda,2017,490000,80000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0
700,Maruti,2016,298000,70000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
702,Tata,2012,250000,40000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0
704,Hyundai,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
705,Ford,2019,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
707,Chevrolet,2008,80000,70000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0
711,Datsun,2017,229999,80000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.0,5.0
713,Maruti,2014,500000,45000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
714,Tata,2013,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0
715,Ford,2019,720000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
719,Maruti,2010,165000,30000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
721,Maruti,2013,430000,86000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
723,Maruti,2011,350000,137500,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0
724,Renault,2018,400000,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
726,Maruti,2015,430000,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
727,Maruti,2017,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
728,Hyundai,2015,210000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
729,Renault,2015,600000,60000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
730,Honda,2008,150000,70000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0
731,Tata,2019,550000,15000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
732,Maruti,2011,320000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
734,Honda,2019,800000,10000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0
736,Tata,2011,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
737,Hyundai,2015,630000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
740,Maruti,2008,95000,120000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
742,Honda,2016,500000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0
744,Hyundai,2012,244000,38000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
745,Maruti,2013,250000,90000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
746,Maruti,2016,660000,60000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
747,Hyundai,2010,270000,60000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0
748,Maruti,2012,280000,156060,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
750,Maruti,2017,525000,70000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
753,Maruti,2012,345000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0
